id_transaksi,id_warung,id_produk,tanggal,jam_transaksi,jenis,kategori,nominal,qty,metode_bayar,catatan
859C2602-991,WRG-005,PRD-005-026,2025-11-11,08:38:01,Pemasukan,Penjualan,8000.0,1.0,Cash,
21CBCCBF-A5E,WRG-005,PRD-005-001,2026-02-05,15:39:35,Pemasukan,Penjualan,140000.0,10.0,QRIS,
68825997-072,WRG-002,PRD-002-002,2026-03-28,07:23:21,Pemasukan,Penjualan,50000.0,2.0,Transfer,
D4F11F40-242,WRG-001,PRD-001-018,2025-11-30,16:15:37,Pemasukan,Penjualan,22000.0,1.0,Cash,
5AE7C988-2C1,WRG-002,PRD-002-011,2025-11-24,05:17:18,Pemasukan,Penjualan,8000.0,1.0,QRIS,
EE8CA6F9-C39,WRG-001,PRD-001-010,2025-10-30,09:00:46,Pemasukan,Penjualan,120000.0,10.0,Cash,
5FD79382-148,WRG-004,PRD-004-009,2026-01-13,06:40:00,Pemasukan,Penjualan,16000.0,2.0,Cash,
2B2BCA70-8AA,WRG-004,PRD-004-002,2026-01-08,11:17:02,Pemasukan,Penjualan,3500.0,1.0,QRIS,
FF377936-A40,WRG-003,PRD-003-014,2026-02-28,13:52:42,Pemasukan,Penjualan,50000.0,5.0,QRIS,
7A1F9F90-CA5,WRG-001,PRD-001-010,2025-10-07,16:29:34,Pemasukan,Penjualan,24000.0,2.0,Transfer,
23991104-844,WRG-004,PRD-004-019,2025-12-01,16:32:09,PEMASUKAN,Penjualan,7000.0,2.0,Transfer,
EA8652D9-BD8,WRG-004,PRD-004-001,2026-02-10,17:21:01,income,Penjualan,28000.0,1.0,Cash,
2A06EABA-A16,WRG-003,PRD-003-015,2026-01-01,06:34:31,Pemasukan,Penjualan,5000.0,1.0,QRIS,
5D312061-D38,WRG-005,PRD-005-008,2025-12-11,17:13:57,Pemasukan,Penjualan,14000.0,2.0,QRIS,
6B6CE7F6-C71,WRG-002,PRD-002-018,2026-01-03,15:11:17,Pemasukan,Penjualan,5000.0,1.0,Cash,
A42EDD46-EC8,WRG-004,PRD-004-011,2025-11-19,16:44:09,Pemasukan,Penjualan,18000.0,1.0,Transfer,
2FFBE30D-663,WRG-002,PRD-002-024,2026-02-23,,Pemasukan,Penjualan,14000.0,2.0,Qris,
94697E33-87C,WRG-004,PRD-004-002,2025-12-02,06:28:53,Pemasukan,Penjualan,17500.0,5.0,Cash,
A398D0C4-A51,WRG-004,PRD-004-013,2025-12-03,06:29:03,Pemasukan,Penjualan,20000.0,5.0,Cash,
CE8F549A-C73,WRG-003,PRD-003-011,2026-03-15,06:37:10,Pemasukan,Penjualan,24000.0,2.0,Cash,
9CC951E9-639,WRG-003,PRD-003-003,2026-04-14,08:52:02,Pemasukan,Penjualan,7000.0,1.0,Cash,
BA8A1454-3FB,WRG-003,PRD-003-008,2025-10-25,06:55:28,Pemasukan,Penjualan,34000.0,1.0,QRIS,
94142F75-22E,WRG-003,PRD-003-003,2026-02-07,06:22:48,Pemasukan,Penjualan,14000.0,2.0,CASH,
598814D9-8A5,WRG-003,PRD-003-012,2025-12-25,18:29:38,Pemasukan,Penjualan,12000.0,1.0,Cash,
1E9D8B3E-2A6,WRG-002,PRD-002-003,2025-11-04,09:35:22,Pemasukan,Penjualan,22000.0,1.0,Cash,
4B9A81DC-B08,WRG-004,PRD-004-013,2025-12-03,12:08:09,PEMASUKAN,Penjualan,12000.0,3.0,Transfer,
FCA055EE-963,WRG-004,PRD-004-009,2025-10-03,09:48:01,Pemasukan,Penjualan,8000.0,1.0,Cash,
1AE9AD7C-A59,WRG-001,PRD-001-011,2026-04-06,13:40:06,Pemasukan,Penjualan,145000.0,1.0,tunai,
A099D90F-6C3,WRG-005,PRD-005-015,2026-02-26,09:16:54,Pemasukan,Penjualan,66000.0,3.0,Transfer,
ECBC50F4-9C1,WRG-004,PRD-004-013,2026-03-21,09:26:34,income,Penjualan,8000.0,2.0,Cash,
BED1E6D2-206,WRG-001,PRD-001-001,2026-01-02,16:32:38,Pemasukan,Penjualan,8000.0,1.0,Transfer,
479CD0D3-463,WRG-004,PRD-004-002,2025-11-12,08:07:24,Pemasukan,Penjualan,7000.0,2.0,QRIS,
C8E6DA4F-227,WRG-003,PRD-003-010,2026-01-19,,Pemasukan,Penjualan,28000.0,2.0,Transfer,
A3AFE2F2-A31,WRG-005,PRD-005-027,2026-01-07,11:44:28,Pemasukan,Penjualan,36000.0,3.0,QRIS,
BBAA1B6C-E96,WRG-002,PRD-002-003,2026-01-11,06:48:14,Pemasukan,Penjualan,44000.0,2.0,QRIS,
684305C5-A09,WRG-004,PRD-004-009,2026-03-25,,Pemasukan,Penjualan,8000.0,1.0,Transfer,
1D4E55C5-3C6,WRG-004,PRD-004-006,2025-11-23,15:02:39,Pemasukan,Penjualan,10500.0,3.0,Cash,
69EA33F3-638,WRG-001,PRD-001-015,2025-12-01,17:53:02,Pemasukan,Penjualan,44000.0,2.0,Cash,
76ECABA0-FBD,WRG-001,PRD-001-014,2025-11-06,20:20:40,Pemasukan,Penjualan,28000.0,1.0,Transfer,
B6F38524-301,WRG-001,PRD-001-014,2025-12-14,18:03:04,income,Penjualan,28000.0,1.0,Cash,
4849766F-B22,WRG-003,,2026-02-10,06:29:53,Pengeluaran,HPP,1138229.0,,Cash,Beli aqua 1 karton
F26DC168-9A5,WRG-005,PRD-005-019,2026-04-03,13:48:01,Pemasukan,Penjualan,285000.0,3.0,Tunai,
665A5F4F-4E2,WRG-001,PRD-001-009,2026-01-02,09:59:10,income,Penjualan,9000.0,1.0,Cash,
AF20F8DD-CC2,WRG-004,PRD-004-016,2026-01-13,07:09:52,Pemasukan,Penjualan,7000.0,1.0,Cash,
D2851169-A21,WRG-002,PRD-002-026,2026-04-10,16:02:48,Pemasukan,Penjualan,4000.0,1.0,Cash,
EC943A2D-6E7,WRG-001,PRD-001-007,2026-01-07,16:34:45,masuk,Penjualan,5000.0,1.0,Cash,
0B011CE8-F96,WRG-001,PRD-001-004,2025-11-19,09:42:08,Pemasukan,Penjualan,68000.0,2.0,Transfer,
1C13F82C-4A9,WRG-005,PRD-005-024,2026-01-31,05:10:04,Pemasukan,Penjualan,3500.0,1.0,Cash,
A2564AFE-DEB,WRG-002,PRD-002-003,2025-12-05,,Pemasukan,Penjualan,22000.0,1.0,Cash,
42A4A28A-764,WRG-003,PRD-003-004,2026-03-02,18:15:43,Pemasukan,Penjualan,8000.0,2.0,tf,
955CEBCC-D40,WRG-005,PRD-005-023,2026-04-08,05:04:36,Pemasukan,Penjualan,3500.0,1.0,Cash,
9AA57026-AEE,WRG-003,PRD-003-003,2026-02-06,16:48:38,Pemasukan,Penjualan,7000.0,1.0,Cash,
66BC2B47-10E,WRG-003,PRD-003-012,2026-04-06,15:34:36,Pemasukan,Penjualan,12000.0,1.0,Cash,
2010369B-02E,WRG-002,PRD-002-018,2025-11-23,17:38:21,Pemasukan,Penjualan,5000.0,1.0,Cash,
37EFF4BA-B91,WRG-004,PRD-004-009,2026-03-06,07:05:35,masuk,Penjualan,8000.0,1.0,cash ,
2507341A-1EE,WRG-004,PRD-004-008,2025-10-01,16:04:14,Pemasukan,Penjualan,145000.0,1.0,Cash,
5B37A47D-B47,WRG-002,PRD-002-015,2025-11-05,08:25:23,masuk,Penjualan,102000.0,3.0,Transfer,
FDCAAF8F-479,WRG-003,PRD-003-011,2026-02-06,05:47:24,Pemasukan,Penjualan,12000.0,1.0,QRIS,
423E5719-43E,WRG-003,PRD-003-012,2026-02-13,17:31:00,Pemasukan,Penjualan,60000.0,5.0,CASH,
ECC7D73F-D59,WRG-005,PRD-005-008,2026-03-23,15:47:41,Pemasukan,Penjualan,21000.0,3.0,Cash,
10D0097B-DCC,WRG-001,PRD-001-006,2025-12-15,09:18:25,Pemasukan,Operasional,50000.0,2.0,cash ,
5266AD4E-AE6,WRG-005,PRD-005-002,2025-12-12,16:38:23,Pemasukan,Penjualan,145000.0,1.0,Transfer,
0BC192ED-33C,WRG-005,PRD-005-016,2025-12-17,12:03:21,Pemasukan,Penjualan,1000.0,1.0,Cash,
9C98C5CF-A49,WRG-005,PRD-005-029,2026-01-20,12:03:13,Pemasukan,Penjualan,12000.0,1.0,QRIS,
1FB398AF-D12,WRG-005,PRD-005-012,2026-01-14,06:41:03,Pemasukan,Penjualan,84000.0,3.0,Cash,
D5A98B6F-840,WRG-003,PRD-003-001,2026-03-06,07:56:18,Pemasukan,Penjualan,8000.0,1.0,QRIS,
50C71FB0-B20,WRG-005,PRD-005-027,2026-01-04,16:09:28,Pemasukan,Penjualan,12000.0,1.0,Transfer,
A87FFD5C-032,WRG-005,PRD-005-024,2026-01-24,11:03:21,Pemasukan,Penjualan,3500.0,1.0,Transfer,
6535FFDB-12B,WRG-001,PRD-001-017,2026-02-14,07:27:19,Pemasukan,Penjualan,3500.0,1.0,cash ,
C560868E-651,WRG-005,PRD-005-029,2026-01-08,06:09:05,Pemasukan,Penjualan,12000.0,1.0,Cash,
5F2900F7-270,WRG-002,PRD-002-014,2026-01-10,09:14:17,Pemasukan,Operasional,14000.0,1.0,Cash,
4AB97E97-090,WRG-005,PRD-005-024,2026-03-29,15:29:48,Pemasukan,Penjualan,3500.0,1.0,Cash,
055F0160-A84,WRG-002,PRD-002-016,2026-03-07,13:39:51,Pemasukan,Penjualan,20000.0,2.0,transfer,
CE6AF50C-097,WRG-003,,2025-11-30,06:43:15,Pengeluaran,HPP,610314.0,,Transfer,Beli minyak goreng 1 karton
875115D7-F17,WRG-001,PRD-001-015,2026-02-06,16:55:35,Pemasukan,Penjualan,22000.0,1.0,QRIS,
6EC806C4-EBA,WRG-002,PRD-002-016,2026-01-30,06:30:39,Pemasukan,Penjualan,20000.0,2.0,Transfer,
D96E2623-577,WRG-001,PRD-001-014,2025-12-23,09:29:50,Pemasukan,Penjualan,28000.0,1.0,Cash,
0E54E9E4-0B3,WRG-005,PRD-005-017,2026/02/20,15:31:55,Pemasukan,Penjualan,50000.0,5.0,Cash,
A370256D-BD3,WRG-004,PRD-004-001,2026-04-10,05:53:28,Pemasukan,Penjualan,28000.0,1.0,Cash,
5F9830FC-12A,WRG-001,PRD-001-001,2025-12-05,09:11:29,pemasukan,Penjualan,24000.0,3.0,Cash,
521A6965-C49,WRG-002,PRD-002-018,2026-03-02,07:56:01,Pemasukan,Penjualan,5000.0,1.0,scan,
1927504C-1F2,WRG-005,PRD-005-024,2025-12-01,05:38:13,Pemasukan,Penjualan,3500.0,1.0,Cash,
1A4C9BBA-206,WRG-003,PRD-003-010,2026-01-31,13:21:33,Pemasukan,Penjualan,14000.0,1.0,Cash,
AD6A745B-A9F,WRG-004,PRD-004-019,2025-10-02,20:31:28,Pemasukan,Penjualan,3500.0,1.0,QRIS,
8448E619-8F7,WRG-001,PRD-001-006,2025-11-21,17:47:11,Pemasukan,Penjualan,25000.0,1.0,QRIS,
BB8DF36A-99A,WRG-002,,2026-01-01,08:37:42,Pengeluaran,Overhead,676942.0,,Transfer,Bayar cicilan etalase
A3A440C5-C86,WRG-004,PRD-004-014,2026-02-15,07:34:37,Pemasukan,Penjualan,2000.0,1.0,Transfer,
95C759F4-8B2,WRG-005,PRD-005-012,2025-11-01,05:31:57,Pemasukan,Penjualan,28000.0,1.0,Cash,
5D3B27D0-0D7,WRG-003,PRD-003-021,2025-10-02,17:20:43,Pemasukan,Penjualan,3500.0,1.0,Cash,
AD27E884-21F,WRG-003,PRD-003-014,2026-01-03,16:48:11,Pemasukan,Penjualan,50000.0,5.0,Cash,
2942BFE9-DDE,WRG-005,PRD-005-024,2026-03-20,16:21:58,Pemasukan,Penjualan,35000.0,10.0,Cash,
38A2F626-25B,WRG-004,PRD-004-019,2025-11-10,06:34:44,Pemasukan,Penjualan,3500.0,1.0,Cash,
DEB3CF74-594,WRG-005,PRD-005-002,2025-10-13,11:55:59,Pemasukan,Penjualan,145000.0,1.0,Cash,
8E24D608-457,WRG-001,PRD-001-008,2025-11-26,11:12:49,Pemasukan,Penjualan,18000.0,1.0,Cash,
63DE3D9D-12E,WRG-005,PRD-005-017,2025-12-03,11:51:01,Pemasukan,Penjualan,20000.0,2.0,Cash,
E7772B44-CEB,WRG-003,PRD-003-018,2025-10-17,13:49:42,Pemasukan,Penjualan,1000.0,1.0,Cash,
3F5CA8CF-B9D,WRG-001,,2025-11-24,07:45:59,Pengeluaran,HPP,1152818.0,,Transfer,Beli detergen & sabun
9D142ABC-7F7,WRG-005,PRD-005-027,2026-02-28,17:26:31,Pemasukan,Operasional,12000.0,1.0,Cash,
2039451E-C5D,WRG-002,PRD-002-023,2026-04-12,07:50:19,Pemasukan,Penjualan,66000.0,3.0,Cash,
A9FFE012-195,WRG-004,PRD-004-008,2025-10-23,16:38:35,Pemasukan,Penjualan,145000.0,1.0,QRIS,
22EFA894-D98,WRG-004,PRD-004-014,2025-11-01,16:37:10,Pemasukan,Penjualan,4000.0,2.0,Transfer,
5DC93743-638,WRG-002,PRD-002-001,2025-11-28,16:21:36,Pemasukan,Penjualan,20000.0,10.0,Cash,
604ED468-950,WRG-003,PRD-003-021,2026-03-09,08:05:09,Pemasukan,Penjualan,3500.0,1.0,Cash,
97F98D64-09F,WRG-002,PRD-002-023,2026-03-18,06:37:12,Pemasukan,Penjualan,22000.0,1.0,Transfer,
19B838E8-6D4,WRG-002,PRD-002-004,2026-01-30,08:27:13,Pemasukan,Penjualan,3500.0,1.0,qr,
CB6C9581-F77,WRG-002,PRD-002-023,2025-12-24,11:22:48,Pemasukan,Penjualan,22000.0,1.0,Cash,
65ACCC29-424,WRG-002,PRD-002-017,2026-04-11,12:37:29,Pemasukan,Penjualan,17000.0,1.0,Cash,
355E81F4-233,WRG-004,PRD-004-006,2025-11-05,20:45:14,Pemasukan,Penjualan,3500.0,1.0,Cash,
09586C63-A10,WRG-005,PRD-005-015,2026-02-22,16:12:37,Pemasukan,Penjualan,44000.0,2.0,QRIS,
D2AC5B5A-341,WRG-005,PRD-005-027,2026-01-08,06:10:46,Pemasukan,Penjualan,12000.0,1.0,QRIS,
ECC752F4-0BD,WRG-003,PRD-003-001,2026-03-03,06:48:01,Pemasukan,Penjualan,8000.0,1.0,Cash,
10D80D44-FC0,WRG-005,PRD-005-024,2026-04-13,15:31:56,Pemasukan,Penjualan,10500.0,3.0,QRIS,
3BAF6E45-C58,WRG-004,PRD-004-008,2026-03-01,07:34:47,Pemasukan,Penjualan,145000.0,1.0,Transfer,
FB46430A-839,WRG-002,PRD-002-012,2025-11-29,05:51:06,masuk,Penjualan,3500.0,1.0,QRIS,
35F1E4D7-196,WRG-004,PRD-004-017,2026-03-08,16:45:34,income,Penjualan,35000.0,10.0,cash,
A7B9FB99-8CE,WRG-004,PRD-004-014,2026-03-04,08:33:32,masuk,Penjualan,2000.0,1.0,Cash,
6F6C4496-0F0,WRG-005,PRD-005-014,2025-11-05,15:38:24,Pemasukan,Penjualan,17000.0,1.0,Cash,
1BD03F95-97E,WRG-003,PRD-003-018,2026-04-17,13:13:33,PEMASUKAN,Penjualan,2000.0,2.0,Cash,
40DE5D74-10E,WRG-002,PRD-002-003,2026-03-16,09:44:49,Pemasukan,Penjualan,22000.0,1.0,Cash,
A4648BB4-93E,WRG-003,PRD-003-013,2025-10-24,13:00:17,Pemasukan,Penjualan,30000.0,2.0,Cash,
2BAB50AB-CC9,WRG-001,PRD-001-016,2025-10-05,09:50:03,PEMASUKAN,Operasional,4000.0,2.0,Cash,
06CF5F3E-C25,WRG-005,PRD-005-010,2026-03-05,08:05:09,income,Penjualan,3500.0,1.0,QRIS,
B7983D39-C60,WRG-005,PRD-005-021,2025/10/01,08:01:36,income,Penjualan,34000.0,1.0,Transfer,
EA7B280E-32C,WRG-003,PRD-003-013,2026-04-05,17:47:01,Pemasukan,Penjualan,15000.0,1.0,Cash,
028998A5-B51,WRG-004,PRD-004-008,2025-11-04,16:11:24,Pemasukan,Penjualan,435000.0,3.0,Cash,
00C7D2EF-874,WRG-002,PRD-002-011,2025-12-22,06:16:48,Pemasukan,Penjualan,8000.0,1.0,Qris,
8063650E-93B,WRG-001,PRD-001-006,2025-10-22,17:54:58,Pemasukan,Penjualan,25000.0,1.0,Transfer,
27E0EE67-7F3,WRG-004,PRD-004-019,2026-04-01,05:34:41,Pemasukan,Penjualan,3500.0,1.0,Cash,
FB07673F-9A7,WRG-001,PRD-001-001,2026-01-02,15:18:18,Pemasukan,Penjualan,16000.0,2.0,Cash,
98B67D84-90E,WRG-005,PRD-005-013,2026-01-29,11:54:58,Pemasukan,Penjualan,5000.0,1.0,QRIS,
B43D1EE6-9BE,WRG-003,PRD-003-008,2025-11-03,17:27:14,Pemasukan,Penjualan,34000.0,1.0,Cash,
1BDF8677-11C,WRG-005,,2026-01-11,08:19:46,Pengeluaran,HPP,630458.0,,cash,
32F1EAA4-CF8,WRG-002,PRD-002-011,2026-04-15,06:55:32,Pemasukan,Penjualan,16000.0,2.0,Cash,
61D1AA9C-3C6,WRG-004,PRD-004-011,2025-10-18,06:22:11,Pemasukan,Penjualan,18000.0,1.0,Cash,
3BA816B2-E6F,WRG-005,PRD-005-009,2026-03-17,08:57:29,Pemasukan,Penjualan,25000.0,1.0,scan,
39333A20-A0F,WRG-002,PRD-002-022,2025-11-12,12:19:24,Pemasukan,Penjualan,56000.0,2.0,Cash,
32B37615-B4D,WRG-003,PRD-003-011,2026-03-09,06:03:13,Pemasukan,Penjualan,24000.0,2.0,QRIS,
98AC40E8-C0B,WRG-001,PRD-001-020,2026-01-07,12:18:37,Pemasukan,Penjualan,17500.0,5.0,QRIS,
4051A96A-B89,WRG-005,PRD-005-020,2026-01-23,17:29:59,Pemasukan,Penjualan,4000.0,2.0,QRIS,
83D5B344-939,WRG-002,PRD-002-010,2026-04-12,17:15:14,Pemasukan,Penjualan,5000.0,1.0,QRIS,
4FFDEC15-DA6,WRG-002,PRD-002-026,2026-01-02,08:54:38,Pemasukan,Penjualan,8000.0,2.0,QRIS,
2EA64D05-9FA,WRG-001,PRD-001-010,2025-11-01,08:59:58,masuk,Penjualan,60000.0,5.0,Cash,
A4021CC9-20E,WRG-005,PRD-005-029,2026-01-11,07:03:17,Pemasukan,Penjualan,24000.0,2.0,Cash,
986CE51F-E40,WRG-002,PRD-002-021,2025-12-18,07:06:31,Pemasukan,Penjualan,15000.0,1.0,Cash,
C9383F61-251,WRG-004,PRD-004-015,2026-02-04,08:53:17,Pemasukan,Penjualan,17000.0,1.0,QRIS,
E9FD89ED-356,WRG-002,PRD-002-007,2026-03-25,05:34:33,Pemasukan,Penjualan,2000.0,2.0,QRIS,
A56607AF-7EE,WRG-004,PRD-INVALID-999,2026-03-11,05:25:56,Pemasukan,Penjualan,7000.0,2.0,Transfer,
00530DE7-CE5,WRG-005,PRD-005-015,2026-04-06,,Pemasukan,Penjualan,66000.0,3.0,Transfer,
F05C2FBD-DCC,WRG-004,PRD-004-009,2026-01-10,05:43:36,Pemasukan,Penjualan,8000.0,1.0,Cash,
6EC72D54-2AE,WRG-004,PRD-004-001,2026-03-14,09:32:51,Pemasukan,Penjualan,28000.0,1.0,Cash,
B907805E-280,WRG-002,PRD-002-006,2026-04-14,06:32:59,Pemasukan,Penjualan,28000.0,1.0,Cash,
C43A7DC0-877,WRG-004,PRD-004-010,2025-12-25,07:49:45,Pemasukan,Penjualan,9000.0,1.0,Transfer,
F082D61A-EAF,WRG-005,PRD-005-025,2026-04-16,15:56:43,Pemasukan,Penjualan,8000.0,1.0,Cash,
D9E8349B-E1C,WRG-005,PRD-005-025,2026-03-05,09:46:50,Pemasukan,Penjualan,8000.0,1.0,Cash,
6EB63F71-063,WRG-005,PRD-005-021,2026-02-17,12:44:01,Pemasukan,Penjualan,68000.0,2.0,Cash,
5FB5B6E2-6FE,WRG-001,PRD-001-009,2026-02-25,13:24:27,Pemasukan,Penjualan,45000.0,5.0,Transfer,
B4DEB105-157,WRG-005,PRD-005-014,2026-03-08,15:45:13,Pemasukan,Penjualan,34000.0,2.0,QRIS,
A0F1E2F3-01C,WRG-005,PRD-005-009,2025-12-15,11:18:37,Pemasukan,Penjualan,50000.0,2.0,Cash,
40DBA813-AA6,WRG-005,PRD-005-008,2025-12-03,16:30:53,pemasukan,Penjualan,14000.0,2.0,,
E61DB506-D5B,WRG-004,PRD-004-018,2025-11-28,07:49:16,Pemasukan,Penjualan,1000.0,1.0,QRIS,
89CDB7C9-6DE,WRG-003,PRD-003-010,2026-04-18,13:37:33,Pemasukan,Penjualan,28000.0,2.0,Cash,
3C3A43EC-44A,WRG-005,PRD-005-019,2026-01-25,07:26:38,Pemasukan,Penjualan,285000.0,3.0,Transfer,
44DF4606-5F1,WRG-002,PRD-002-027,2025-10-01,08:56:39,Pemasukan,Penjualan,150000.0,2.0,QRIS,
6F366EB9-D17,WRG-001,PRD-001-012,2026-01-01,12:51:05,Pemasukan,Penjualan,225000.0,3.0,QRIS,
B9A731B6-B74,WRG-005,PRD-005-002,2026-04-14,12:46:41,Pemasukan,Penjualan,145000.0,1.0,Cash,
E0D10DFD-2F8,WRG-004,PRD-004-017,2025-12-21,07:49:23,Pemasukan,Penjualan,10500.0,3.0,Cash,
2A1C3F39-906,WRG-004,,2025-11-20,07:22:54,Pengeluaran,HPP,402025.0,,Cash,Restok minuman botol
A50BC63A-F41,WRG-002,PRD-002-021,2026-02-15,08:05:48,Pemasukan,Penjualan,30000.0,2.0,QRIS,
E43A5A43-E6D,WRG-003,PRD-003-005,2026-03-08,08:32:47,Pemasukan,Penjualan,18000.0,1.0,Cash,
BA980634-656,WRG-003,PRD-003-004,2025-12-19,06:37:52,Pemasukan,Penjualan,40000.0,10.0,Cash,
7879B125-C57,WRG-001,PRD-001-007,2026-02-05,07:38:15,Pemasukan,Penjualan,5000.0,1.0,Cash,
3D26A9CD-185,WRG-003,PRD-003-012,2025-12-04,11:35:43,Pemasukan,Penjualan,120000.0,10.0,Cash,
6F4F5EF0-9FF,WRG-005,PRD-005-022,2026-01-05,09:21:52,Pemasukan,Penjualan,30000.0,2.0,Transfer,
4B1836D5-9F8,WRG-001,PRD-001-013,2025-12-06,13:50:36,Pemasukan,Operasional,16000.0,2.0,CASH,
99D99D9C-F8E,WRG-004,,2025-12-20,06:02:50,Pengeluaran,Operasional,110217.0,,Cash,Bayar listrik warung
F481350D-61A,WRG-001,PRD-001-015,2026-04-02,20:13:25,Pemasukan,Penjualan,22000.0,1.0,Cash,
21FE9ED9-13F,WRG-005,PRD-005-020,07-02-2026,16:56:17,Pemasukan,Penjualan,4000.0,2.0,QRIS,
FDB0C3F9-EF3,WRG-003,PRD-003-010,2025-10-23,15:09:56,Pemasukan,Operasional,14000.0,1.0,CASH,
C9482991-D63,WRG-002,PRD-002-001,2026-04-13,12:51:46,Pemasokan,Penjualan,4000.0,2.0,Cash,
2EAD64ED-5A6,WRG-001,PRD-001-004,2025-11-06,05:45:58,Pemasukan,Penjualan,34000.0,1.0,Cash,
1B8F91DC-A52,WRG-005,PRD-005-014,2025-11-26,16:26:18,Pemasukan,Penjualan,34000.0,2.0,Cash,
D0E787B7-BC5,WRG-001,PRD-001-004,2025-12-23,06:34:20,Pemasukan,Penjualan,102000.0,3.0,Cash,
9B429246-0CA,WRG-001,PRD-001-010,2026-04-19,15:56:07,Pemasukan,Penjualan,60000.0,5.0,QRIS,
2B334636-6E4,WRG-002,PRD-002-015,2026-02-08,05:51:29,Pemasukan,Penjualan,34000.0,1.0,Cash,
467BB9E8-544,WRG-002,PRD-002-013,2026-04-15,16:06:43,Pemasukan,Penjualan,44000.0,2.0,QRIS,
87921920-DEC,WRG-003,PRD-003-002,2025-12-01,17:12:09,income,Penjualan,17000.0,1.0,Cash,
93327423-167,WRG-002,PRD-002-018,2025-10-11,12:15:07,Pemasukan,Penjualan,10000.0,2.0,QRIS,
FE57478F-4BC,WRG-004,PRD-004-009,2025-11-09,06:07:38,income,Penjualan,8000.0,1.0,Cash,
497D20F5-E3B,WRG-005,PRD-005-010,2025-12-29,09:19:19,Pemasukan,Penjualan,3500.0,1.0,Cash,
03832260-322,WRG-001,PRD-001-007,2025-12-06,07:08:11,Pemasukan,Penjualan,10000.0,2.0,Cash,
40E20F34-B8A,WRG-001,PRD-001-020,2025-10-26,08:57:06,Pemasukan,Penjualan,7000.0,2.0,Transfer,
B8300D2F-C73,WRG-003,PRD-003-022,2026-04-12,12:16:15,Pemasukan,Penjualan,16000.0,2.0,Cash,
7DA94FB8-BD2,WRG-004,PRD-004-003,2025-12-16,12:03:22,Pemasukan,Penjualan,25000.0,1.0,Cash,
1F5F3ECF-34B,WRG-002,PRD-002-012,2026-02-20,20:13:23,Pemasukan,Penjualan,3500.0,1.0,Cash,
DA4B8C0C-652,WRG-005,PRD-005-011,2025-11-30,07:48:39,Pemasukan,Penjualan,8000.0,2.0,Cash,
A4E153F3-744,WRG-001,PRD-001-005,2025-11-22,15:48:59,Pemasukan,Penjualan,5000.0,1.0,QRIS,
B1323718-4E1,WRG-001,PRD-001-017,2026-01-31,15:18:49,Pemasukan,Penjualan,3500.0,1.0,Cash,
3ACCB0D6-1C9,WRG-002,PRD-002-025,2025-12-09,09:21:07,PEMASUKAN,Penjualan,7000.0,2.0,Cash,
191C6C3E-86C,WRG-005,PRD-005-006,2026-01-02,15:47:47,Pemasukan,Penjualan,3500.0,1.0,Cash,
7574B073-816,WRG-003,PRD-003-016,2025-12-24,05:57:01,Pemasukan,Penjualan,190000.0,2.0,Cash,
F3DB4C93-3A6,WRG-003,PRD-003-002,2026-03-15,16:30:57,Pemasukan,Penjualan,17000.0,1.0,QRIS,
5A84E893-053,WRG-005,PRD-005-005,2026-02-11,07:13:40,Pemasukan,Penjualan,28000.0,1.0,Cash,
30690DFD-C2F,WRG-002,PRD-002-026,2026-01-30,,Pemasukan,Penjualan,8000.0,2.0,Transfer,
03EF8011-9DF,WRG-004,PRD-004-013,2025-12-13,11:32:29,Pemasukan,Penjualan,20000.0,5.0,QRIS,
AC511491-734,WRG-001,PRD-001-003,2026-04-09,20:36:10,Pemasukan,Penjualan,22000.0,1.0,Cash,
65D0546C-9E1,WRG-004,PRD-004-001,2026-03-11,17:45:19,Pemasukan,Penjualan,28000.0,1.0,QRIS,
58ECFC34-79D,WRG-003,,2026-02-06,07:04:23,Pengeluaran,HPP,654238.0,,Cash,Ambil indomie 2 dus ke distributor
B78B01D8-163,WRG-003,PRD-003-014,2025-11-12,16:40:46,Pemasukan,Penjualan,20000.0,2.0,Cash,
B82335E2-EE6,WRG-001,PRD-001-008,2026-02-23,13:06:46,Pemasukan,Penjualan,18000.0,1.0,QRIS,
CEAEF977-8A9,WRG-002,PRD-002-009,2026-02-02,17:41:19,Pemasukan,Penjualan,,1.0,QRIS,
90B00BB7-33B,WRG-003,PRD-003-021,2025-12-02,17:15:27,Pemasukan,Penjualan,3500.0,1.0,Cash,
DAEEB80C-79F,WRG-001,PRD-001-014,2026-03-19,12:14:09,Pemasukan,Penjualan,28000.0,1.0,QRIS,
234A89C9-9FE,WRG-004,PRD-004-009,2026-04-02,15:38:52,Pemasukan,Penjualan,8000.0,1.0,Transfer,
4E192136-3A7,WRG-003,PRD-003-021,2025-11-29,16:50:33,Pemasukan,Penjualan,7000.0,2.0,tunai,
832832D3-CB8,WRG-001,PRD-001-018,2026-01-15,05:48:49,Pemasukan,Penjualan,22000.0,1.0,QRIS,
222FCFB9-0EF,WRG-002,PRD-002-016,2026-01-21,17:50:51,Pemasukan,Penjualan,10000.0,1.0,QRIS,
DDB2A827-D87,WRG-005,PRD-005-002,2025-11-22,,Pemasukan,Penjualan,145000.0,1.0,QRIS,
33190080-680,WRG-005,,2026-01-27,13:05:58,Pengeluaran,Operasional,99100.0,,Cash,Beli label harga
